DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
30,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,4.30256e+11|3.70601e+11|4.73297e+13|4.99432e+13|4.89727e+12|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|2.17085e+13|2.79161e+13|6.04392e+11|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|2.12397e-05|0.00013098|5.51017e-05|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.0002247|0.000245693|0.000287251|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.0322226|0.016782|0.0448004|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0233528|0.049832|0.0367573|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.900852|0.96261|0.947262|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|2.81859|1.73597|2.56228|4.53211|4.4341|4.89016|2.19739|0.814692,79.8117|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.229345|0.198711|0.207403|0.192684|0.217285|0.200795|0.226149|0.219889|0.183215,0.419774|0.390059|0.866199|0.475532|0.777772|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,2,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,4.30256e+11|3.70601e+11|2.40132e+13|2.52044e+10|1.0562e+10|4.99432e+13|4.89727e+12|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|8.37291e+12|1.22918e+10|5.13623e+09|2.79161e+13|6.04392e+11|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|0.000819918|0.000777422|1.38443e-05|0.00013098|5.51017e-05|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.000165349|0.00345552|0.000295542|0.000245693|0.000287251|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.000201893|0.0210126|0.00082189|0.016782|0.0448004|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0164972|0.0492751|0.0352618|0.049832|0.0367573|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.920572|0.973262|0.90199|0.96261|0.947262|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|3.47843|5.09492|2.82226|1.73597|2.56228|4.53211|4.4341|4.89016|2.19739|0.814692,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.229345|0.161385|0.200871|0.245116|0.226575|0.192684|0.217285|0.200795|0.226149|0.219889|0.183215,0.419774|0.874513|0.511493|0.396579|0.593356|0.475532|0.777772|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,3,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,4.30256e+11|3.70601e+11|2.40132e+13|2.52044e+10|4.73297e+13|4.99432e+13|4.89727e+12|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|8.37291e+12|1.22918e+10|2.17085e+13|2.79161e+13|6.04392e+11|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|0.000819918|0.000777422|2.12397e-05|0.00013098|5.51017e-05|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.000165349|0.00345552|0.0002247|0.000245693|0.000287251|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.000201893|0.0210126|0.0322226|0.016782|0.0448004|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0164972|0.0492751|0.0233528|0.049832|0.0367573|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.920572|0.973262|0.900852|0.96261|0.947262|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|3.47843|5.09492|2.81859|1.73597|2.56228|4.53211|4.4341|4.89016|2.19739|0.814692,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.229345|0.161385|0.200871|0.215606|0.207403|0.192684|0.217285|0.200795|0.226149|0.219889|0.183215,0.419774|0.874513|0.511493|0.2806|0.866199|0.475532|0.777772|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,4,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,4.30256e+11|8.26466e+12|2.40132e+13|3.70601e+11|4.73297e+13|4.99432e+13|4.89727e+12|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|4.43639e+12|8.37291e+12|3.0264e+11|2.17085e+13|2.79161e+13|6.04392e+11|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|0.000222076|0.000819918|2.1927e-05|2.12397e-05|0.00013098|5.51017e-05|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.00188866|0.000165349|0.000546235|0.0002247|0.000245693|0.000287251|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.00621865|0.000201893|0.025067|0.0322226|0.016782|0.0448004|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0407022|0.0164972|0.0495949|0.0233528|0.049832|0.0367573|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.96034|0.920572|0.941776|0.900852|0.96261|0.947262|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|4.84731|3.47843|2.50409|2.81859|1.73597|2.56228|4.53211|4.4341|4.89016|2.19739|0.814692,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.200161|0.203648|0.161385|0.198711|0.207403|0.192684|0.217285|0.200795|0.226149|0.219889|0.183215,0.750212|0.956383|0.874513|0.390059|0.866199|0.475532|0.777772|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,5,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,4.30256e+11|3.70601e+11|2.40132e+13|2.52044e+10|1.0562e+10|1.75524e+12|4.89727e+12|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|8.37291e+12|1.22918e+10|5.13623e+09|3.54268e+11|6.04392e+11|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|0.000819918|0.000777422|1.38443e-05|5.42701e-05|5.51017e-05|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.000165349|0.00345552|0.000295542|0.00544902|0.000287251|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.000201893|0.0210126|0.00082189|0.0450707|0.0448004|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0164972|0.0492751|0.0352618|0.042935|0.0367573|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.920572|0.973262|0.90199|0.971244|0.947262|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|3.47843|5.09492|2.82226|1.74377|2.56228|4.53211|4.4341|4.89016|2.19739|0.814692,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.229345|0.161385|0.200871|0.245116|0.171818|0.184648|0.217285|0.200795|0.226149|0.219889|0.183215,0.419774|0.874513|0.511493|0.396579|0.471649|0.893793|0.777772|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,6,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,4.30256e+11|8.26466e+12|2.40132e+13|2.52044e+10|4.73297e+13|4.99432e+13|4.89727e+12|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|4.43639e+12|8.37291e+12|1.22918e+10|2.17085e+13|2.79161e+13|6.04392e+11|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|0.000222076|0.000819918|0.000777422|2.12397e-05|0.00013098|5.51017e-05|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.00188866|0.000165349|0.00345552|0.0002247|0.000245693|0.000287251|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.00621865|0.000201893|0.0210126|0.0322226|0.016782|0.0448004|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0407022|0.0164972|0.0492751|0.0233528|0.049832|0.0367573|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.96034|0.920572|0.973262|0.900852|0.96261|0.947262|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|4.84731|3.47843|5.09492|2.81859|1.73597|2.56228|4.53211|4.4341|4.89016|2.19739|0.814692,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.200161|0.203648|0.200871|0.215606|0.207403|0.192684|0.217285|0.200795|0.226149|0.219889|0.183215,0.750212|0.956383|0.511493|0.2806|0.866199|0.475532|0.777772|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,7,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,4.30256e+11|3.70601e+11|4.73297e+13|4.99432e+13|1.0562e+10|1.75524e+12|2.36258e+09|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|2.17085e+13|2.79161e+13|5.13623e+09|3.54268e+11|7.27916e+08|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|2.12397e-05|0.00013098|1.38443e-05|5.42701e-05|0.000705969|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.0002247|0.000245693|0.000295542|0.00544902|0.000279735|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.0322226|0.016782|0.00082189|0.0450707|0.0104775|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0233528|0.049832|0.0352618|0.042935|0.0389824|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.900852|0.96261|0.90199|0.971244|0.956239|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|2.81859|1.73597|2.82226|1.74377|2.54029|4.53211|4.4341|4.89016|2.19739|0.814692,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.229345|0.198711|0.207403|0.226575|0.171818|0.24366|0.179638|0.200795|0.226149|0.219889|0.183215,0.419774|0.390059|0.866199|0.593356|0.471649|0.963955|0.310035|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,8,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,4.30256e+11|8.26466e+12|2.40132e+13|2.52044e+10|1.0562e+10|1.75524e+12|4.89727e+12|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|4.43639e+12|8.37291e+12|1.22918e+10|5.13623e+09|3.54268e+11|6.04392e+11|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|0.000222076|0.000819918|0.000777422|1.38443e-05|5.42701e-05|5.51017e-05|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.00188866|0.000165349|0.00345552|0.000295542|0.00544902|0.000287251|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.00621865|0.000201893|0.0210126|0.00082189|0.0450707|0.0448004|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0407022|0.0164972|0.0492751|0.0352618|0.042935|0.0367573|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.96034|0.920572|0.973262|0.90199|0.971244|0.947262|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|4.84731|3.47843|5.09492|2.82226|1.74377|2.56228|4.53211|4.4341|4.89016|2.19739|0.814692,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.200161|0.203648|0.200871|0.245116|0.171818|0.184648|0.217285|0.200795|0.226149|0.219889|0.183215,0.750212|0.956383|0.511493|0.396579|0.471649|0.893793|0.777772|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,9,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,4.30256e+11|3.70601e+11|4.73297e+13|4.99432e+13|4.89727e+12|1.75524e+12|2.36258e+09|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|2.17085e+13|2.79161e+13|6.04392e+11|3.54268e+11|7.27916e+08|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|2.12397e-05|0.00013098|5.51017e-05|5.42701e-05|0.000705969|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.0002247|0.000245693|0.000287251|0.00544902|0.000279735|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.0322226|0.016782|0.0448004|0.0450707|0.0104775|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0233528|0.049832|0.0367573|0.042935|0.0389824|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.900852|0.96261|0.947262|0.971244|0.956239|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|2.81859|1.73597|2.56228|1.74377|2.54029|4.53211|4.4341|4.89016|2.19739|0.814692,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.229345|0.198711|0.207403|0.192684|0.184648|0.24366|0.179638|0.200795|0.226149|0.219889|0.183215,0.419774|0.390059|0.866199|0.475532|0.893793|0.963955|0.310035|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,10,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,4.30256e+11|3.70601e+11|4.73297e+13|2.52044e+10|1.0562e+10|1.75524e+12|2.36258e+09|1.96307e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|2.17085e+13|1.22918e+10|5.13623e+09|3.54268e+11|7.27916e+08|3.0787e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|2.12397e-05|0.000777422|1.38443e-05|5.42701e-05|0.000705969|1.411e-05|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.0002247|0.00345552|0.000295542|0.00544902|0.000279735|0.00505291|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.0322226|0.0210126|0.00082189|0.0450707|0.0104775|0.0428248|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0233528|0.0492751|0.0352618|0.042935|0.0389824|0.0121538|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.900852|0.973262|0.90199|0.971244|0.956239|0.918552|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|2.81859|5.09492|2.82226|1.74377|2.54029|4.53211|4.4341|4.89016|2.19739|0.814692,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.229345|0.198711|0.215606|0.245116|0.171818|0.24366|0.179638|0.200795|0.226149|0.219889|0.183215,0.419774|0.390059|0.2806|0.396579|0.471649|0.963955|0.310035|0.69501|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
30,11,n1->n2->n3->n4->n5->n15->n16->n17->n7->n8->n9->n10,4.30256e+11|3.70601e+11|4.73297e+13|4.99432e+13|4.89727e+12|1.75524e+12|2.36258e+09|2.05755e+13|5.21106e+09|1.24382e+11|1.17633e+09|1.5428e+09,3.00607e+11|3.0264e+11|2.17085e+13|2.79161e+13|6.04392e+11|3.54268e+11|7.27916e+08|7.86828e+12|2.18211e+09|1.23157e+11|2.9951e+08|7.4217e+08,0.000159123|2.1927e-05|2.12397e-05|0.00013098|5.51017e-05|5.42701e-05|0.000705969|0.000692684|0.000252621|7.92194e-05|0.000570708|6.83909e-05,0.000477043|0.000546235|0.0002247|0.000245693|0.000287251|0.00544902|0.000279735|0.00054488|0.00175372|0.000170815|0.000171978|0.0078459,0.0208896|0.025067|0.0322226|0.016782|0.0448004|0.0450707|0.0104775|0.0222038|0.0213464|0.00912911|0.0288042|0.0345645,0.00916948|0.0495949|0.0233528|0.049832|0.0367573|0.042935|0.0389824|0.00371518|0.0408089|0.0173972|0.0466924|0.030097,0.991154|0.941776|0.900852|0.96261|0.947262|0.971244|0.956239|0.93493|0.988348|0.916256|0.906802|0.986481,4.09793|2.50409|2.81859|1.73597|2.56228|1.74377|2.54029|1.12918|4.4341|4.89016|2.19739|0.814692,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|32.2763|59.8148|55.4093|99.595|65.9961,0.229345|0.198711|0.207403|0.192684|0.184648|0.24366|0.185006|0.238836|0.226149|0.219889|0.183215,0.419774|0.390059|0.866199|0.475532|0.893793|0.963955|0.862962|0.698272|0.415365|0.442241|0.563106,0.879714,0.871978,0.136049,0.360316,0.756365,0.533543,0.27294,0.487305,0.229598,0.858839,94.9617,1.10826e-13,61317,0.891791,88.986,7.33245e-13,17856,0.969288,0.87002,0.0487379,0.10531,0.920059,0.513296,0.207655,0.539794,0.253156,0.881326,24.3795,4.8894e-11,68564,0.808474,90.9461,2.19259e-12,48590
